w_bpSaved,w_bpFaced,l_bpSaved,l_bpFaced,player_rank,player_bcr
,,6,9,75,-0.333333333
,,12,16,135,-0.25
,,2,9,89,-0.777777778
,,14,18,71,-0.222222222
,,6,12,50,-0.5
,,4,11,745,-0.636363636
,,5,7,25,-0.285714286
,,10,16,110,-0.375
,,5,11,113,-0.545454545
,,4,13,31,-0.692307692
,,2,6,370,-0.666666667
,,2,6,94,-0.666666667
,,5,13,84,-0.615384615
,,7,14,100,-0.5
,,7,15,37,-0.533333333
,,3,7,146,-0.571428571
,,7,14,62,-0.5
,,3,7,38,-0.571428571
,,2,8,42,-0.75
,,3,8,95,-0.625
,,3,8,97,-0.625
,,6,10,396,-0.4
,,8,12,111,-0.333333333
,,9,17,27,-0.470588235
,,3,9,160,-0.666666667
,,5,10,39,-0.5
,,4,9,64,-0.555555556
,,7,10,168,-0.3
,,3,9,881,-0.666666667
,,1,6,101,-0.833333333
,,5,10,40,-0.5
,,5,9,12,-0.444444444
,,2,5,69,-0.6
,,3,10,30,-0.7
,,3,8,83,-0.625
,,4,11,134,-0.636363636
,,9,16,32,-0.4375
,,0,5,85,-1
,,4,10,72,-0.6
,,1,2,9,-0.5
,,4,11,158,-0.636363636
,,2,8,59,-0.75
,,6,11,70,-0.454545455
,,8,11,55,-0.272727273
,,6,11,53,-0.454545455
,,8,13,51,-0.384615385
,,4,8,73,-0.5
,,6,9,92,-0.333333333
,,3,7,57,-0.571428571
,,8,14,43,-0.428571429
,,12,20,82,-0.4
,,2,7,90,-0.714285714
,,5,7,133,-0.285714286
,,2,7,162,-0.714285714
,,4,9,11,-0.555555556
,,10,16,193,-0.375
,,9,15,137,-0.4
,,13,19,58,-0.315789474
,,3,8,2,-0.625
,,11,16,61,-0.3125
,,6,10,16,-0.4
,,6,10,202,-0.4
,,6,9,65,-0.333333333
,,5,10,79,-0.5
,,8,11,23,-0.272727273
,,3,10,45,-0.7
,,0,5,52,-1
,,2,4,6,-0.5
,,11,18,10,-0.388888889
,,3,9,49,-0.666666667
,,1,7,4,-0.857142857
,,7,13,5,-0.461538462
,,2,8,33,-0.75
,,3,7,13,-0.571428571
,,3,8,54,-0.625
,,2,7,44,-0.714285714
,,0,2,17,-1
,,4,9,15,-0.555555556
,,0,5,7,-1
,,2,8,22,-0.75
,,7,12,35,-0.416666667
,,8,12,20,-0.333333333
,,7,15,103,-0.533333333
,,3,7,8,-0.571428571
,,3,8,3,-0.625
,,4,6,24,-0.333333333
,,3,8,36,-0.625
,,5,10,18,-0.5
,,1,4,14,-0.75
,,1,5,26,-0.8
,,8,13,193,-0.384615385
,,6,8,85,-0.25
,,6,14,110,-0.571428571
,,15,23,28,-0.347826087
,,2,6,66,-0.666666667
,,4,9,160,-0.555555556
,,0,5,250,-1
,,4,7,95,-0.428571429
,,3,8,90,-0.625
,,2,6,138,-0.666666667
,,4,8,108,-0.5
,,8,13,105,-0.384615385
,,5,9,107,-0.444444444
,,8,14,60,-0.428571429
,,7,14,161,-0.5
,,7,13,80,-0.461538462
,,6,10,256,-0.4
,,6,12,114,-0.5
,,9,13,63,-0.307692308
,,6,9,61,-0.333333333
,,10,16,388,-0.375
,,8,11,96,-0.272727273
,,2,7,47,-0.714285714
,,5,9,64,-0.444444444
,,5,11,11,-0.545454545
,,0,4,68,-1
,,8,12,91,-0.333333333
,,4,9,45,-0.555555556
,,1,9,67,-0.888888889
,,1,7,73,-0.857142857
,,8,13,101,-0.384615385
,,2,7,50,-0.714285714
,,6,11,5,-0.454545455
,,1,4,83,-0.75
,,2,7,77,-0.714285714
,,10,16,31,-0.375
,,6,13,131,-0.538461538
,,5,10,125,-0.5
,,5,9,641,-0.444444444
,,5,7,102,-0.285714286
,,3,9,13,-0.666666667
,,6,11,82,-0.454545455
,,5,8,65,-0.375
,,3,10,137,-0.7
,,5,10,27,-0.5
,,6,14,286,-0.571428571
,,4,10,55,-0.6
,,8,13,279,-0.384615385
,,3,7,93,-0.571428571
,,6,12,109,-0.5
,,4,7,99,-0.428571429
,,5,9,46,-0.444444444
,,3,8,26,-0.625
,,3,5,41,-0.4
,,3,8,163,-0.625
,,1,4,9,-0.75
,,3,9,86,-0.666666667
,,5,11,115,-0.545454545
,,5,10,84,-0.5
,,5,10,89,-0.5
,,8,15,49,-0.466666667
,,4,11,139,-0.636363636
,,6,12,436,-0.5
,,0,6,44,-1
,,7,14,112,-0.5
,,4,12,98,-0.666666667
,,3,9,71,-0.666666667
,,2,5,19,-0.6
,,13,17,10,-0.235294118
,,7,10,87,-0.3
,,1,5,36,-0.8
,,2,7,70,-0.714285714
,,7,11,3,-0.363636364
,,8,12,43,-0.333333333
,,1,5,52,-0.8
,,1,6,15,-0.833333333
,,3,8,54,-0.625
,,5,10,92,-0.5
,,6,11,30,-0.454545455
,,9,14,62,-0.357142857
,,10,16,78,-0.375
,,10,14,40,-0.285714286
,,2,8,23,-0.75
,,8,11,12,-0.272727273
,,2,6,34,-0.666666667
,,2,8,25,-0.75
,,5,10,168,-0.5
,,14,20,59,-0.3
,,6,13,100,-0.538461538
,,7,12,53,-0.416666667
,,3,8,58,-0.625
,,3,7,51,-0.571428571
,,3,7,18,-0.571428571
,,4,9,75,-0.555555556
,,5,8,113,-0.375
,,3,10,119,-0.7
,,15,22,76,-0.318181818
,,0,3,17,-1
,,1,5,123,-0.8
,,1,2,29,-0.5
,,2,8,35,-0.75
,,3,8,48,-0.625
,,3,5,104,-0.4
,,2,7,56,-0.714285714
,,5,12,124,-0.583333333
,,9,16,42,-0.4375
,,7,11,74,-0.363636364
,,3,8,521,-0.625
,,11,20,7,-0.45
,,6,13,79,-0.538461538
,,0,4,94,-1
,,1,4,32,-0.75
,,2,7,72,-0.714285714
,,12,18,24,-0.333333333
,,7,13,88,-0.461538462
,,3,8,8,-0.625
,,7,12,81,-0.416666667
,,6,12,130,-0.5
,,11,16,33,-0.3125
,,4,9,21,-0.555555556
,,5,10,6,-0.5
,,3,9,20,-0.666666667
,,4,9,4,-0.555555556
,,1,7,39,-0.857142857
,,13,22,16,-0.409090909
,,3,5,37,-0.4
,,9,14,1,-0.357142857
,,4,10,90,-0.6
,,7,14,39,-0.5
,,4,8,141,-0.5
,,1,7,NA,-0.857142857
,,4,8,86,-0.5
,,10,18,65,-0.444444444
,,5,10,148,-0.5
,,4,8,70,-0.5
,,6,11,83,-0.454545455
,,8,16,105,-0.5
,,7,16,164,-0.5625
,,16,25,118,-0.36
,,5,14,79,-0.642857143
,,11,15,62,-0.266666667
,,5,10,57,-0.5
,,1,7,72,-0.857142857
,,3,10,47,-0.7
,,4,11,166,-0.636363636
,,4,6,61,-0.333333333
,,4,9,77,-0.555555556
,,11,17,210,-0.352941176
,,2,9,64,-0.777777778
,,3,9,NA,-0.666666667
,,3,9,45,-0.666666667
,,4,8,41,-0.5
,,0,5,265,-1
,,1,6,106,-0.833333333
,,7,15,17,-0.533333333
,,3,8,33,-0.625
,,2,5,40,-0.6
,,5,9,78,-0.444444444
,,5,11,131,-0.545454545
,,3,7,108,-0.571428571
,,3,12,54,-0.75
,,8,11,103,-0.272727273
,,13,23,34,-0.434782609
,,4,9,98,-0.555555556
,,5,8,74,-0.375
,,2,6,85,-0.666666667
,,4,11,52,-0.636363636
,,3,8,185,-0.625
,,4,8,167,-0.5
,,3,7,28,-0.571428571
,,5,8,159,-0.375
,,2,7,147,-0.714285714
,,5,8,112,-0.375
,,5,11,48,-0.545454545
,,5,7,66,-0.285714286
,,4,10,5,-0.6
,,6,11,56,-0.454545455
,,9,14,92,-0.357142857
,,1,4,32,-0.75
,,9,16,60,-0.4375
,,4,8,102,-0.5
,,8,13,44,-0.384615385
,,6,12,107,-0.5
,,3,8,13,-0.625
,,0,5,289,-1
,,1,6,129,-0.833333333
,,12,18,18,-0.333333333
,,4,10,55,-0.6
,,3,9,82,-0.666666667
,,3,6,101,-0.5
,,1,8,91,-0.875
,,9,14,43,-0.357142857
,,6,14,30,-0.571428571
,,5,10,22,-0.5
,,5,9,132,-0.444444444
,,9,12,238,-0.25
,,NA,NA,23,#VALUE!
,,3,9,25,-0.666666667
,,1,6,36,-0.833333333
,,9,17,87,-0.470588235
,,8,19,76,-0.578947368
,,5,11,21,-0.545454545
,,2,7,16,-0.714285714
,,6,13,11,-0.538461538
,,4,9,73,-0.555555556
,,13,17,96,-0.235294118
,,1,5,84,-0.8
,,0,7,75,-1
,,8,13,80,-0.384615385
,,2,6,172,-0.666666667
,,NA,NA,67,#VALUE!
,,4,11,95,-0.636363636
,,5,10,63,-0.5
,,10,13,111,-0.230769231
,,2,3,4,-0.333333333
,,6,11,81,-0.454545455
,,9,16,514,-0.4375
,,9,13,457,-0.307692308
,,5,8,100,-0.375
,,5,12,99,-0.583333333
,,10,17,50,-0.411764706
,,1,6,53,-0.833333333
,,3,7,203,-0.571428571
,,3,6,1,-0.5
,,3,9,117,-0.666666667
,,7,11,10,-0.363636364
,,2,6,69,-0.666666667
,,2,10,27,-0.8
,,9,12,59,-0.25
,,9,13,116,-0.307692308
,,1,6,58,-0.833333333
,,14,20,71,-0.3
,,6,13,9,-0.538461538
,,3,9,15,-0.666666667
,,1,6,46,-0.833333333
,,1,6,29,-0.833333333
,,13,20,20,-0.35
,,12,19,68,-0.368421053
,,7,12,2,-0.416666667
,,1,6,42,-0.833333333
,,6,11,35,-0.454545455
,,3,10,104,-0.7
,,5,9,137,-0.444444444
,,4,8,19,-0.5
,,3,8,24,-0.625
,,2,8,12,-0.75
,,7,14,88,-0.5
,,2,5,14,-0.6
,,3,7,3,-0.571428571
,,4,7,7,-0.428571429
,,3,8,31,-0.625
,,12,20,51,-0.4
,,5,9,26,-0.444444444
,,8,13,38,-0.384615385
,,3,7,43,-0.571428571
,,7,14,104,-0.5
,,10,16,108,-0.375
,,5,8,27,-0.375
,,14,18,22,-0.222222222
,,4,8,201,-0.5
,,9,16,97,-0.4375
,,7,11,46,-0.363636364
,,5,10,161,-0.5
,,2,5,94,-0.6
,,1,4,126,-0.75
,,6,10,176,-0.4
,,1,6,119,-0.833333333
,,6,12,80,-0.5
,,3,10,66,-0.7
,,4,11,65,-0.636363636
,,5,9,98,-0.444444444
,,3,8,211,-0.625
,,3,7,205,-0.571428571
,,3,7,33,-0.571428571
,,2,8,100,-0.75
,,4,10,69,-0.6
,,6,16,79,-0.625
,,7,11,106,-0.363636364
,,2,7,91,-0.714285714
,,4,5,138,-0.2
,,7,15,45,-0.533333333
,,3,6,132,-0.5
,,5,11,77,-0.545454545
,,7,11,144,-0.363636364
,,3,8,83,-0.625
,,6,11,56,-0.454545455
,,4,9,74,-0.555555556
,,1,4,286,-0.75
,,1,5,96,-0.8
,,3,7,90,-0.571428571
,,7,10,67,-0.3
,,7,12,89,-0.416666667
,,8,10,86,-0.2
,,1,6,190,-0.833333333
,,7,14,14,-0.5
,,13,16,113,-0.1875
,,8,14,165,-0.428571429
,,6,11,298,-0.454545455
,,8,14,37,-0.428571429
,,2,7,143,-0.714285714
,,3,11,87,-0.727272727
,,6,10,101,-0.4
,,7,11,36,-0.363636364
,,5,11,72,-0.545454545
,,6,9,51,-0.333333333
,,3,9,30,-0.666666667
,,2,6,107,-0.666666667
,,8,12,47,-0.333333333
,,0,3,44,-1
,,2,6,11,-0.666666667
,,0,2,70,-1
,,5,9,114,-0.444444444
,,6,10,63,-0.4
,,1,5,23,-0.8
,,2,5,93,-0.6
,,3,10,42,-0.7
,,0,6,64,-1
,,4,7,2,-0.428571429
,,2,7,58,-0.714285714
,,7,12,121,-0.416666667
,,6,13,99,-0.538461538
,,4,9,76,-0.555555556
,,6,10,133,-0.4
,,5,9,141,-0.444444444
,,2,4,88,-0.5
,,10,18,5,-0.444444444
,,10,15,123,-0.333333333
,,15,20,82,-0.25
,,2,8,111,-0.75
,,2,7,61,-0.714285714
,,2,8,57,-0.75
,,6,8,38,-0.25
,,7,10,26,-0.3
,,5,10,48,-0.5
,,2,5,62,-0.6
,,0,4,115,-1
,,5,9,71,-0.444444444
,,4,11,12,-0.636363636
,,4,9,85,-0.555555556
,,5,10,122,-0.5
,,4,7,103,-0.428571429
,,4,9,52,-0.555555556
,,5,14,53,-0.642857143
,,5,11,49,-0.545454545
,,7,11,16,-0.363636364
,,2,4,139,-0.5
,,10,12,59,-0.166666667
,,3,8,148,-0.625
,,4,9,28,-0.555555556
,,1,5,39,-0.8
,,0,5,182,-1
,,4,8,13,-0.5
,,6,8,17,-0.25
,,0,6,95,-1
,,11,15,4,-0.266666667
,,9,13,15,-0.307692308
,,2,5,9,-0.6
,,9,12,75,-0.25
,,5,12,32,-0.583333333
,,7,10,34,-0.3
,,9,11,20,-0.181818182
,,9,11,29,-0.181818182
,,3,8,40,-0.625
,,2,5,60,-0.6
,,4,10,19,-0.6
,,7,12,81,-0.416666667
,,0,4,1,-1
,,6,11,31,-0.454545455
,,6,12,21,-0.5
,,5,9,6,-0.444444444
,,7,11,24,-0.363636364
,,7,13,3,-0.461538462
,,7,12,313,-0.416666667
,,8,13,35,-0.384615385
,,10,16,55,-0.375
,,4,7,18,-0.428571429
,,5,11,68,-0.545454545
,,3,6,50,-0.5
,,1,5,54,-0.8
,,3,8,8,-0.625
,,1,5,10,-0.8
,,3,8,84,-0.625
,,4,6,94,-0.333333333
,,12,19,72,-0.368421053
,,4,7,33,-0.428571429
,,2,7,83,-0.714285714
,,8,16,56,-0.5
,,2,6,58,-0.666666667
,,3,7,142,-0.571428571
,,5,10,41,-0.5
,,6,14,78,-0.571428571
,,7,11,79,-0.363636364
,,5,10,207,-0.5
,,7,10,98,-0.3
,,4,6,51,-0.333333333
,,2,7,81,-0.714285714
,,1,4,91,-0.75
,,6,13,135,-0.538461538
,,7,10,76,-0.3
,,2,7,37,-0.714285714
,,1,8,31,-0.875
,,3,6,50,-0.5
,,1,4,57,-0.75
,,4,9,131,-0.555555556
,,4,8,413,-0.5
,,1,4,10,-0.75
,,6,9,63,-0.333333333
,,4,10,97,-0.6
,,10,17,25,-0.411764706
,,4,8,60,-0.5
,,4,7,334,-0.428571429
,,8,13,129,-0.384615385
,,8,12,280,-0.333333333
,,5,12,109,-0.583333333
,,2,7,38,-0.714285714
,,2,7,59,-0.714285714
,,5,9,105,-0.444444444
,,4,6,469,-0.333333333
,,3,8,221,-0.625
,,6,13,192,-0.538461538
,,5,10,108,-0.5
,,7,13,42,-0.461538462
,,1,7,130,-0.857142857
,,2,7,136,-0.714285714
,,11,16,75,-0.3125
,,0,6,27,-1
,,4,13,67,-0.692307692
,,14,20,65,-0.3
,,4,10,138,-0.6
,,1,6,87,-0.833333333
,,4,11,89,-0.636363636
,,1,4,69,-0.75
,,4,15,153,-0.733333333
,,8,13,66,-0.384615385
,,6,10,139,-0.4
,,2,7,93,-0.714285714
,,4,9,119,-0.555555556
,,10,14,14,-0.285714286
,,1,5,95,-0.8
,,5,10,55,-0.5
,,2,5,214,-0.6
,,3,8,48,-0.625
,,5,10,118,-0.5
,,3,8,171,-0.625
,,3,6,80,-0.5
,,2,6,53,-0.666666667
,,8,12,112,-0.333333333
,,8,15,47,-0.466666667
,,9,12,64,-0.25
,,7,12,13,-0.416666667
,,6,11,82,-0.454545455
,,4,8,125,-0.5
,,5,9,45,-0.444444444
,,4,7,4,-0.428571429
,,3,9,100,-0.666666667
,,9,12,35,-0.25
,,6,10,110,-0.4
,,8,15,127,-0.466666667
,,4,10,36,-0.6
,,4,8,86,-0.5
,,3,6,6,-0.5
,,13,17,52,-0.235294118
,,7,12,71,-0.416666667
,,7,11,90,-0.363636364
,,4,9,122,-0.555555556
,,4,10,61,-0.6
,,4,10,43,-0.6
,,1,5,46,-0.8
,,5,9,202,-0.444444444
,,8,12,121,-0.333333333
,,6,13,28,-0.538461538
,,2,6,152,-0.666666667
,,8,13,49,-0.384615385
,,8,20,54,-0.6
,,3,6,68,-0.5
,,11,17,167,-0.352941176
,,14,18,73,-0.222222222
,,1,7,140,-0.857142857
,,NA,NA,21,#VALUE!
,,5,9,39,-0.444444444
,,3,7,7,-0.571428571
,,2,7,106,-0.714285714
,,11,17,19,-0.352941176
,,6,10,77,-0.4
,,4,9,88,-0.555555556
,,1,6,32,-0.833333333
,,1,3,20,-0.666666667
,,7,11,34,-0.363636364
,,3,10,62,-0.7
,,3,8,44,-0.625
,,7,11,11,-0.363636364
,,4,7,74,-0.428571429
,,3,7,29,-0.571428571
,,4,7,1,-0.428571429
,,8,12,30,-0.333333333
,,7,13,116,-0.461538462
,,7,12,141,-0.416666667
,,3,5,9,-0.4
,,10,15,3,-0.333333333
,,5,8,22,-0.375
,,3,6,2,-0.5
,,5,8,23,-0.375
,,12,16,26,-0.25
,,4,8,16,-0.5
,,0,5,18,-1
,,3,7,12,-0.571428571
,,4,8,5,-0.5
,,7,13,8,-0.461538462
,,7,12,71,-0.416666667
,,7,12,111,-0.416666667
,,16,21,86,-0.238095238
,,2,7,26,-0.714285714
,,10,16,551,-0.375
,,1,5,75,-0.8
,,6,12,128,-0.5
,,3,8,73,-0.625
,,1,7,10,-0.857142857
,,10,15,139,-0.333333333
,,8,9,47,-0.111111111
,,1,5,40,-0.8
,,1,5,83,-0.8
,,3,6,82,-0.5
,,3,9,133,-0.666666667
,,6,10,138,-0.4
,,4,8,80,-0.5
,,3,7,41,-0.571428571
,,8,15,53,-0.466666667
,,2,8,85,-0.75
,,5,8,98,-0.375
,,12,20,95,-0.4
,,6,10,198,-0.4
,,8,13,76,-0.384615385
,,6,10,59,-0.4
,,0,4,118,-1
,,0,3,55,-1
,,11,15,191,-0.266666667
,,3,8,25,-0.625
,,9,12,90,-0.25
,,5,11,94,-0.545454545
,,5,10,103,-0.5
,,5,10,51,-0.5
,,6,9,63,-0.333333333
,,3,6,34,-0.5
,,4,9,33,-0.555555556
,,3,7,74,-0.571428571
,,6,10,99,-0.4
,,12,17,60,-0.294117647
,,3,6,146,-0.5
,,4,10,67,-0.6
,,3,8,209,-0.625
,,4,9,140,-0.555555556
,,8,13,22,-0.384615385
,,5,11,131,-0.545454545
,,1,4,84,-0.75
,,0,2,62,-1
,,5,7,52,-0.285714286
,,11,16,93,-0.3125
,,4,7,58,-0.428571429
,,6,10,69,-0.4
,,1,6,108,-0.833333333
,,2,5,81,-0.6
,,3,8,50,-0.625
,,3,8,54,-0.625
,,1,4,56,-0.75
,,9,13,13,-0.307692308
,,4,9,159,-0.555555556
,,4,8,348,-0.5
,,4,9,250,-0.555555556
,,3,8,45,-0.625
,,2,6,141,-0.666666667
,,13,16,68,-0.1875
,,1,5,92,-0.8
,,9,14,37,-0.357142857
,,6,12,46,-0.5
,,2,6,23,-0.666666667
,,7,13,79,-0.461538462
,,7,11,134,-0.363636364
,,3,5,38,-0.4
,,5,11,177,-0.545454545
,,1,7,88,-0.857142857
,,8,13,78,-0.384615385
,,7,11,110,-0.363636364
,,4,7,61,-0.428571429
,,10,15,106,-0.333333333
,,7,13,91,-0.461538462
,,4,8,89,-0.5
,,3,6,101,-0.5
,,3,6,48,-0.5
,,0,5,70,-1
,,13,21,39,-0.380952381
,,4,10,24,-0.6
,,5,8,97,-0.375
,,6,10,65,-0.4
,,3,7,232,-0.571428571
,,2,7,64,-0.714285714
,,6,10,77,-0.4
,,18,23,66,-0.217391304
,,3,9,72,-0.666666667
,,2,6,20,-0.666666667
,,2,7,9,-0.714285714
,,2,6,123,-0.666666667
,,4,8,225,-0.5
,,7,12,29,-0.416666667
,,10,13,195,-0.230769231
,,5,10,36,-0.5
,,7,12,57,-0.416666667
,,4,9,145,-0.555555556
,,11,16,28,-0.3125
,,4,11,27,-0.636363636
,,8,12,21,-0.333333333
,,3,7,14,-0.571428571
,,9,15,42,-0.4
,,3,6,49,-0.5
,,7,11,11,-0.363636364
,,6,10,43,-0.4
,,7,12,3,-0.416666667
,,1,4,32,-0.75
,,5,9,31,-0.444444444
,,1,5,19,-0.8
,,5,10,240,-0.5
,,5,10,1,-0.5
,,2,7,18,-0.714285714
,,1,4,12,-0.75
,,1,5,17,-0.8
,,6,11,87,-0.454545455
,,6,10,30,-0.4
,,16,23,5,-0.304347826
,,1,7,2,-0.857142857
,,6,11,16,-0.454545455
,,8,13,7,-0.384615385
,,2,5,15,-0.6
,,10,15,44,-0.333333333
,,7,11,8,-0.363636364
,,6,10,35,-0.4
,,11,14,6,-0.214285714
,,3,10,120,-0.7
,,1,5,44,-0.8
,,7,11,94,-0.363636364
,,2,5,65,-0.6
,,6,12,51,-0.5
,,6,15,76,-0.6
,,2,6,60,-0.666666667
,,4,8,84,-0.5
,,4,10,69,-0.6
,,7,12,43,-0.416666667
,,7,11,104,-0.363636364
,,6,10,100,-0.4
,,17,25,68,-0.32
,,2,6,101,-0.666666667
,,5,10,215,-0.5
,,3,9,57,-0.666666667
,,5,9,59,-0.444444444
,,8,12,109,-0.333333333
,,4,6,55,-0.333333333
,,2,6,34,-0.666666667
,,3,9,27,-0.666666667
,,7,12,99,-0.416666667
,,3,7,121,-0.571428571
,,7,12,154,-0.416666667
,,2,6,13,-0.666666667
,,5,10,95,-0.5
,,10,15,92,-0.333333333
,,1,6,127,-0.833333333
,,2,5,133,-0.6
,,5,10,47,-0.5
,,3,9,179,-0.666666667
,,1,6,90,-0.833333333
,,5,12,203,-0.583333333
,,0,3,118,-1
,,9,14,40,-0.357142857
,,3,9,111,-0.666666667
,,0,4,145,-1
,,5,12,129,-0.583333333
,,0,3,88,-1
,,4,9,12,-0.555555556
,,1,6,86,-0.833333333
,,6,11,64,-0.454545455
,,0,5,87,-1
,,5,10,81,-0.5
,,2,8,89,-0.75
,,5,10,37,-0.5
,,7,14,82,-0.5
,,3,8,49,-0.625
,,2,6,315,-0.666666667
,,3,8,207,-0.625
,,9,15,155,-0.4
,,8,13,33,-0.384615385
,,5,12,24,-0.583333333
,,6,12,96,-0.5
,,6,12,535,-0.5
,,1,5,105,-0.8
,,3,12,16,-0.75
,,0,4,156,-1
,,4,11,83,-0.636363636
,,8,13,175,-0.384615385
,,2,7,85,-0.714285714
,,4,7,66,-0.428571429
,,5,8,226,-0.375
,,2,6,41,-0.666666667
,,4,7,48,-0.428571429
,,3,6,119,-0.5
,,3,8,71,-0.625
,,3,6,14,-0.5
,,3,5,93,-0.4
,,4,7,103,-0.428571429
,,0,4,128,-1
,,5,9,97,-0.444444444
,,6,12,42,-0.5
,,1,4,74,-0.75
,,6,11,116,-0.454545455
,,3,8,142,-0.625
,,2,7,46,-0.714285714
,,8,14,21,-0.428571429
,,4,9,63,-0.555555556
,,10,14,70,-0.285714286
,,1,8,45,-0.875
,,5,12,91,-0.583333333
,,8,13,61,-0.384615385
,,4,8,54,-0.5
,,2,8,75,-0.75
,,4,7,22,-0.428571429
,,6,10,25,-0.4
,,4,9,173,-0.555555556
,,4,8,62,-0.5
,,4,8,52,-0.5
,,10,19,58,-0.473684211
,,5,11,163,-0.545454545
,,7,12,53,-0.416666667
,,3,10,139,-0.7
,,11,14,79,-0.214285714
,,4,8,72,-0.5
,,4,9,26,-0.555555556
,,7,10,39,-0.3
,,6,10,11,-0.4
,,2,6,28,-0.666666667
,,1,4,4,-0.75
,,7,11,35,-0.363636364
,,7,12,36,-0.416666667
,,9,12,9,-0.25
,,3,8,7,-0.625
,,5,8,20,-0.375
,,8,15,600,-0.466666667
,,4,9,38,-0.555555556
,,9,13,5,-0.307692308
,,6,9,73,-0.333333333
,,1,6,102,-0.833333333
,,13,15,2,-0.133333333
,,2,6,19,-0.666666667
,,10,18,23,-0.444444444
,,7,12,67,-0.416666667
,,6,10,29,-0.4
,,5,14,56,-0.642857143
,,9,14,17,-0.357142857
,,4,9,10,-0.555555556
,,13,18,18,-0.277777778
,,4,8,8,-0.5
,,6,9,78,-0.333333333
,,6,11,31,-0.454545455
,,2,7,30,-0.714285714
,,2,4,1,-0.5
,,10,14,3,-0.285714286
,,1,6,32,-0.833333333
,,4,10,145,-0.6
,,4,9,97,-0.555555556
,,2,8,118,-0.75
,,6,10,62,-0.4
,,0,5,59,-1
,,10,15,135,-0.333333333
,,6,11,68,-0.454545455
,,3,9,95,-0.666666667
,,4,8,107,-0.5
,,2,5,129,-0.6
,,15,20,123,-0.25
,,1,7,593,-0.857142857
,,3,10,236,-0.7
,,8,12,94,-0.333333333
,,5,10,162,-0.5
,,16,21,136,-0.238095238
,,6,11,81,-0.454545455
,,6,12,60,-0.5
,,2,8,70,-0.75
,,6,13,51,-0.538461538
,,10,15,119,-0.333333333
,,1,6,127,-0.833333333
,,6,12,140,-0.5
,,3,8,55,-0.625
,,8,12,108,-0.333333333
,,2,6,674,-0.666666667
,,4,11,154,-0.636363636
,,5,8,126,-0.375
,,8,10,48,-0.2
,,2,8,46,-0.75
,,3,9,143,-0.666666667
,,1,5,73,-0.8
,,5,10,101,-0.5
,,9,12,52,-0.25
,,7,12,65,-0.416666667
,,3,10,38,-0.7
,,5,8,66,-0.375
,,4,10,142,-0.6
,,3,7,120,-0.571428571
,,3,6,78,-0.5
,,1,5,114,-0.8
,,8,15,69,-0.466666667
,,4,8,131,-0.5
,,4,10,133,-0.6
,,5,10,122,-0.5
,,3,7,194,-0.571428571
,,6,14,91,-0.571428571
,,2,6,96,-0.666666667
,,5,7,115,-0.285714286
,,4,8,139,-0.5
,,8,12,79,-0.333333333
,,4,9,42,-0.555555556
,,10,15,67,-0.333333333
,,1,4,86,-0.75
,,1,6,75,-0.833333333
,,6,9,54,-0.333333333
,,0,4,64,-1
,,10,16,238,-0.375
,,2,7,85,-0.714285714
,,5,10,NA,-0.5
,,3,9,125,-0.666666667
,,8,14,57,-0.428571429
,,9,12,178,-0.25
,,0,4,146,-1
,,1,4,3,-0.75
,,8,14,188,-0.428571429
,,1,4,109,-0.75
,,7,12,20,-0.416666667
,,4,8,19,-0.5
,,5,11,351,-0.545454545
,,6,11,44,-0.454545455
,,12,16,349,-0.25
,,3,7,74,-0.571428571
,,8,9,45,-0.111111111
,,3,6,92,-0.5
,,7,13,113,-0.461538462
,,4,8,17,-0.5
,,4,10,25,-0.6
,,0,3,72,-1
,,7,10,99,-0.3
,,6,11,103,-0.454545455
,,3,9,121,-0.666666667
,,4,9,88,-0.555555556
,,8,11,16,-0.272727273
,,3,6,61,-0.5
,,4,9,637,-0.555555556
,,2,7,130,-0.714285714
,,6,12,117,-0.5
,,0,5,11,-1
,,13,20,160,-0.35
,,4,6,110,-0.333333333
,,8,12,13,-0.333333333
,,8,14,82,-0.428571429
,,0,2,29,-1
,,6,11,100,-0.454545455
,,2,5,104,-0.6
,,2,5,50,-0.6
,,6,10,128,-0.4
,,3,10,106,-0.7
,,5,11,102,-0.545454545
,,16,21,137,-0.238095238
,,1,5,37,-0.8
,,4,9,84,-0.555555556
,,3,7,63,-0.571428571
,,0,0,14,#DIV/0!
,,0,5,24,-1
,,3,8,28,-0.625
,,6,10,39,-0.4
,,10,17,53,-0.411764706
,,7,11,77,-0.363636364
,,1,6,124,-0.833333333
,,4,7,31,-0.428571429
,,6,10,23,-0.4
,,5,9,15,-0.444444444
,,8,11,21,-0.272727273
,,3,5,12,-0.4
,,8,16,56,-0.5
,,5,8,22,-0.375
,,9,15,26,-0.4
,,5,9,4,-0.444444444
,,2,7,35,-0.714285714
,,2,5,93,-0.6
,,5,9,NA,-0.444444444
,,5,11,18,-0.545454545
,,3,4,41,-0.25
,,4,7,8,-0.428571429
,,7,12,27,-0.416666667
,,3,9,70,-0.666666667
,,9,16,53,-0.4375
,,2,7,171,-0.714285714
,,5,11,123,-0.545454545
,,1,4,28,-0.75
,,2,8,108,-0.75
,,0,4,143,-1
,,4,9,19,-0.555555556
,,7,12,13,-0.416666667
,,4,8,75,-0.5
,,2,6,55,-0.666666667
,,2,9,64,-0.777777778
,,3,10,33,-0.7
,,2,8,68,-0.75
,,1,6,98,-0.833333333
